Trust,Week beginning,Hospital,ICU Available,ICU Occupied,Non ICU Available,Non ICU Occupied,ED Attendances
BHSCT,2012-11-09,Royal Victoria Hospital,371,299,3852,3571,1555
BHSCT,2012-11-16,Belfast City Hospital,63,41,2692,2160,0
BHSCT,2012-11-16,Mater Infirmorum Hospital,42,36,1176,1102,787
BHSCT,2012-11-16,Musgrave Park Hospital,0,0,1795,1428,0
BHSCT,2012-11-16,Royal Belfast Hospital for Sick Children,56,50,525,477,749
BHSCT,2012-11-16,Royal Victoria Hospital,371,322,3852,3561,1462
BHSCT,2012-11-23,Belfast City Hospital,63,37,2692,2173,0
BHSCT,2012-11-23,Mater Infirmorum Hospital,42,30,1176,1087,765
BHSCT,2012-11-23,Musgrave Park Hospital,0,0,1789,1470,0
BHSCT,2012-11-23,Royal Belfast Hospital for Sick Children,56,53,525,494,745
BHSCT,2012-11-23,Royal Victoria Hospital,371,317,3852,3539,1479
BHSCT,2012-11-30,Belfast City Hospital,63,31,2692,2179,0
BHSCT,2012-11-30,Mater Infirmorum Hospital,42,31,1176,1040,740
BHSCT,2012-11-30,Musgrave Park Hospital,0,0,1819,1468,0
BHSCT,2012-11-30,Royal Belfast Hospital for Sick Children,56,52,519,503,757
BHSCT,2012-11-30,Royal Victoria Hospital,371,312,3852,3516,1529
BHSCT,2012-12-07,Belfast City Hospital,63,38,2692,2166,0
BHSCT,2012-12-07,Mater Infirmorum Hospital,42,35,1176,1102,786
BHSCT,2012-12-07,Musgrave Park Hospital,0,0,1825,1472,0
BHSCT,2012-12-07,Royal Belfast Hospital for Sick Children,56,66,525,505,747
BHSCT,2012-12-07,Royal Victoria Hospital,371,300,3852,3522,1370
BHSCT,2012-12-14,Belfast City Hospital,63,38,2692,2168,0
BHSCT,2012-12-14,Mater Infirmorum Hospital,42,34,1176,1067,752
BHSCT,2012-12-14,Musgrave Park Hospital,0,0,1825,1402,0
BHSCT,2012-12-14,Royal Belfast Hospital for Sick Children,56,62,525,533,749
BHSCT,2012-12-14,Royal Victoria Hospital,371,286,3852,3489,1434
BHSCT,2012-12-21,Belfast City Hospital,63,40,2692,1716,0
BHSCT,2012-12-21,Mater Infirmorum Hospital,42,30,1176,1013,704
BHSCT,2012-12-21,Musgrave Park Hospital,0,0,1796,1035,0
BHSCT,2012-12-21,Royal Belfast Hospital for Sick Children,56,56,525,410,626
BHSCT,2012-12-21,Royal Victoria Hospital,371,270,3852,2835,1277
BHSCT,2012-12-28,Belfast City Hospital,63,37,2692,1983,0
BHSCT,2012-12-28,Mater Infirmorum Hospital,42,30,1176,1102,886
BHSCT,2012-12-28,Musgrave Park Hospital,0,0,1876,1092,0
BHSCT,2012-12-28,Royal Belfast Hospital for Sick Children,56,53,525,484,641
BHSCT,2012-12-28,Royal Victoria Hospital,371,276,3852,3315,1648
BHSCT,2013-01-04,Belfast City Hospital,63,42,2672,2180,0
BHSCT,2013-01-04,Mater Infirmorum Hospital,42,40,1176,1116,869
BHSCT,2013-01-04,Musgrave Park Hospital,0,0,1825,1443,0
BHSCT,2013-01-04,Royal Belfast Hospital for Sick Children,56,48,525,522,543
BHSCT,2013-01-04,Royal Victoria Hospital,371,316,3879,3666,1506
BHSCT,2013-01-11,Belfast City Hospital,63,39,2764,2161,0
BHSCT,2013-01-11,Mater Infirmorum Hospital,42,40,1176,1086,756
BHSCT,2013-01-11,Musgrave Park Hospital,0,0,1825,1504,0
BHSCT,2013-01-11,Royal Belfast Hospital for Sick Children,56,46,525,515,553
BHSCT,2013-01-11,Royal Victoria Hospital,371,317,3879,3618,1457
BHSCT,2013-01-18,Belfast City Hospital,63,44,2839,2125,0
BHSCT,2013-01-18,Mater Infirmorum Hospital,42,38,1176,1111,818
BHSCT,2013-01-18,Musgrave Park Hospital,0,0,1825,1480,0
BHSCT,2013-01-18,Royal Belfast Hospital for Sick Children,56,43,523,515,543
BHSCT,2013-01-18,Royal Victoria Hospital,371,314,3879,3603,1329
BHSCT,2013-01-25,Belfast City Hospital,63,43,2839,2164,0
BHSCT,2013-01-25,Mater Infirmorum Hospital,42,41,1176,1110,805
BHSCT,2013-01-25,Musgrave Park Hospital,0,0,1833,1523,0
BHSCT,2013-01-25,Royal Belfast Hospital for Sick Children,56,51,525,528,654
BHSCT,2013-01-25,Royal Victoria Hospital,371,299,3879,3558,1595
BHSCT,2013-02-01,Belfast City Hospital,63,37,2838,2172,0
BHSCT,2013-02-01,Mater Infirmorum Hospital,42,32,1176,1097,801
BHSCT,2013-02-01,Musgrave Park Hospital,0,0,1876,1466,0
BHSCT,2013-02-01,Royal Belfast Hospital for Sick Children,56,56,525,513,669
BHSCT,2013-02-01,Royal Victoria Hospital,371,312,3879,3598,1524
BHSCT,2013-02-08,Belfast City Hospital,63,46,2839,2202,0
BHSCT,2013-02-08,Mater Infirmorum Hospital,42,35,1176,1115,806
BHSCT,2013-02-08,Musgrave Park Hospital,0,0,1825,1521,0
BHSCT,2013-02-08,Royal Belfast Hospital for Sick Children,56,43,525,499,673
BHSCT,2013-02-08,Royal Victoria Hospital,371,320,3879,3665,1507
BHSCT,2013-02-15,Belfast City Hospital,63,45,2764,2145,0
BHSCT,2013-02-15,Mater Infirmorum Hospital,42,36,1176,1110,908
BHSCT,2013-02-15,Musgrave Park Hospital,0,0,1825,1405,0
BHSCT,2013-02-15,Royal Belfast Hospital for Sick Children,56,47,520,455,641
BHSCT,2013-02-15,Royal Victoria Hospital,371,298,3879,3542,1538
BHSCT,2013-02-22,Belfast City Hospital,63,46,2691,2151,0
BHSCT,2013-02-22,Mater Infirmorum Hospital,42,28,1176,1097,886
BHSCT,2013-02-22,Musgrave Park Hospital,0,0,1825,1416,0
BHSCT,2013-02-22,Royal Belfast Hospital for Sick Children,56,49,525,463,690
BHSCT,2013-02-22,Royal Victoria Hospital,371,303,3879,3614,1527
BHSCT,2013-03-01,Belfast City Hospital,63,38,2664,2118,0
BHSCT,2013-03-01,Mater Infirmorum Hospital,42,36,1176,1114,863
BHSCT,2013-03-01,Musgrave Park Hospital,0,0,1825,1490,0
BHSCT,2013-03-01,Royal Belfast Hospital for Sick Children,56,39,522,471,726
BHSCT,2013-03-01,Royal Victoria Hospital,371,322,3879,3663,1577
BHSCT,2013-03-08,Belfast City Hospital,63,44,2664,2112,0
BHSCT,2013-03-08,Mater Infirmorum Hospital,42,34,1176,1106,828
BHSCT,2013-03-08,Musgrave Park Hospital,0,0,1833,1561,0
BHSCT,2013-03-08,Royal Belfast Hospital for Sick Children,56,39,521,456,680
BHSCT,2013-03-08,Royal Victoria Hospital,371,330,3879,3678,1470
BHSCT,2013-03-15,Belfast City Hospital,63,45,2664,2044,0
BHSCT,2013-03-15,Mater Infirmorum Hospital,42,33,1176,1116,840
BHSCT,2013-03-15,Musgrave Park Hospital,0,0,1876,1492,0
BHSCT,2013-03-15,Royal Belfast Hospital for Sick Children,56,34,521,422,686
BHSCT,2013-03-15,Royal Victoria Hospital,371,314,3879,3466,1589
BHSCT,2013-03-22,Belfast City Hospital,63,47,2664,2127,0
BHSCT,2013-03-22,Mater Infirmorum Hospital,42,26,1176,1089,703
BHSCT,2013-03-22,Musgrave Park Hospital,0,0,1825,1396,0
BHSCT,2013-03-22,Royal Belfast Hospital for Sick Children,56,35,513,474,574
BHSCT,2013-03-22,Royal Victoria Hospital,371,320,3879,3584,1424
BHSCT,2013-03-29,Belfast City Hospital,63,48,2664,1949,0
BHSCT,2013-03-29,Mater Infirmorum Hospital,42,34,1176,1105,796
BHSCT,2013-03-29,Musgrave Park Hospital,0,0,1825,1313,0
BHSCT,2013-03-29,Royal Belfast Hospital for Sick Children,56,32,525,453,599
BHSCT,2013-03-29,Royal Victoria Hospital,371,310,3855,3322,1453
BHSCT,2013-04-05,Belfast City Hospital,63,53,2664,2145,0
BHSCT,2013-04-05,Mater Infirmorum Hospital,42,40,1176,1123,859
BHSCT,2013-04-05,Musgrave Park Hospital,0,0,1876,1453,0
BHSCT,2013-04-05,Royal Belfast Hospital for Sick Children,56,44,525,449,661
BHSCT,2013-04-05,Royal Victoria Hospital,371,320,3837,3658,1520
BHSCT,2013-04-12,Belfast City Hospital,63,45,2772,2171,0
BHSCT,2013-04-12,Mater Infirmorum Hospital,42,38,1176,1117,894
BHSCT,2013-04-12,Musgrave Park Hospital,0,0,1825,1545,0
BHSCT,2013-04-12,Royal Belfast Hospital for Sick Children,56,40,525,457,706
BHSCT,2013-04-12,Royal Victoria Hospital,371,322,3837,3668,1583
BHSCT,2013-04-19,Belfast City Hospital,63,55,2853,2091,0
BHSCT,2013-04-19,Mater Infirmorum Hospital,42,40,1176,1130,863
BHSCT,2013-04-19,Musgrave Park Hospital,0,0,1825,1468,0
BHSCT,2013-04-19,Royal Belfast Hospital for Sick Children,56,37,525,458,777
BHSCT,2013-04-19,Royal Victoria Hospital,371,328,3837,3561,1590
BHSCT,2013-04-26,Belfast City Hospital,63,51,2853,2033,0
BHSCT,2013-04-26,Mater Infirmorum Hospital,42,38,1176,1048,879
BHSCT,2013-04-26,Musgrave Park Hospital,0,0,1859,1513,0
BHSCT,2013-04-26,Royal Belfast Hospital for Sick Children,56,35,525,495,715
BHSCT,2013-04-26,Royal Victoria Hospital,371,310,3837,3474,1444
BHSCT,2013-05-03,Belfast City Hospital,63,49,2853,1951,0
BHSCT,2013-05-03,Mater Infirmorum Hospital,42,37,1176,1120,908
BHSCT,2013-05-03,Musgrave Park Hospital,0,0,1807,1431,0
BHSCT,2013-05-03,Royal Belfast Hospital for Sick Children,56,61,525,458,695
BHSCT,2013-05-03,Royal Victoria Hospital,371,333,3837,3442,1533
BHSCT,2013-05-10,Belfast City Hospital,63,54,2853,1951,0
BHSCT,2013-05-10,Mater Infirmorum Hospital,42,42,1176,1148,822
BHSCT,2013-05-10,Musgrave Park Hospital,0,0,1722,1454,0
BHSCT,2013-05-10,Royal Belfast Hospital for Sick Children,56,62,523,498,620
BHSCT,2013-05-10,Royal Victoria Hospital,371,308,3837,3581,1488
BHSCT,2013-05-17,Belfast City Hospital,63,55,2853,1873,0
BHSCT,2013-05-17,Mater Infirmorum Hospital,42,40,1176,1071,799
BHSCT,2013-05-17,Musgrave Park Hospital,0,0,1643,1450,0
BHSCT,2013-05-17,Royal Belfast Hospital for Sick Children,56,49,523,482,681
BHSCT,2013-05-17,Royal Victoria Hospital,371,292,3837,3512,1497
BHSCT,2013-05-24,Belfast City Hospital,63,56,2853,1791,0
BHSCT,2013-05-24,Mater Infirmorum Hospital,42,29,1176,1062,913
BHSCT,2013-05-24,Musgrave Park Hospital,0,0,1643,1329,0
BHSCT,2013-05-24,Royal Belfast Hospital for Sick Children,56,33,525,444,683
BHSCT,2013-05-24,Royal Victoria Hospital,371,284,3837,3381,1424
BHSCT,2013-05-31,Belfast City Hospital,63,51,2853,1795,0
BHSCT,2013-05-31,Mater Infirmorum Hospital,42,33,1176,1062,878
BHSCT,2013-05-31,Musgrave Park Hospital,0,0,1643,1390,0
BHSCT,2013-05-31,Royal Belfast Hospital for Sick Children,56,51,529,446,713
BHSCT,2013-05-31,Royal Victoria Hospital,371,296,3873,3400,1536
BHSCT,2013-06-07,Belfast City Hospital,63,61,2853,1683,0
BHSCT,2013-06-07,Mater Infirmorum Hospital,42,30,1176,1075,883
BHSCT,2013-06-07,Musgrave Park Hospital,0,0,1643,1480,0
BHSCT,2013-06-07,Royal Belfast Hospital for Sick Children,56,51,557,510,692
BHSCT,2013-06-07,Royal Victoria Hospital,371,296,3879,3295,1607
BHSCT,2013-06-14,Belfast City Hospital,63,56,2861,1741,0
BHSCT,2013-06-14,Mater Infirmorum Hospital,42,39,1176,1096,830
BHSCT,2013-06-14,Musgrave Park Hospital,0,0,1643,1347,0
BHSCT,2013-06-14,Royal Belfast Hospital for Sick Children,56,48,549,456,672
BHSCT,2013-06-14,Royal Victoria Hospital,371,310,3879,3385,1530
BHSCT,2013-06-21,Belfast City Hospital,63,55,2897,1816,0
BHSCT,2013-06-21,Mater Infirmorum Hospital,42,35,1176,1081,844
BHSCT,2013-06-21,Musgrave Park Hospital,0,0,1643,1312,0
BHSCT,2013-06-21,Royal Belfast Hospital for Sick Children,56,34,567,438,629
BHSCT,2013-06-21,Royal Victoria Hospital,371,300,3879,3510,1449
BHSCT,2013-06-28,Belfast City Hospital,63,61,2897,1778,0
BHSCT,2013-06-28,Mater Infirmorum Hospital,42,28,1176,995,799
BHSCT,2013-06-28,Musgrave Park Hospital,0,0,1643,1351,0
BHSCT,2013-06-28,Royal Belfast Hospital for Sick Children,56,49,567,415,610
BHSCT,2013-06-28,Royal Victoria Hospital,371,292,3879,3389,1506
BHSCT,2013-07-05,Belfast City Hospital,63,57,2897,1590,0
BHSCT,2013-07-05,Mater Infirmorum Hospital,42,34,1176,994,865
BHSCT,2013-07-05,Musgrave Park Hospital,0,0,1643,1263,0
BHSCT,2013-07-05,Royal Belfast Hospital for Sick Children,56,49,565,418,555
BHSCT,2013-07-05,Royal Victoria Hospital,371,297,3879,3233,1437
BHSCT,2013-07-12,Belfast City Hospital,63,46,2897,1479,0
BHSCT,2013-07-12,Mater Infirmorum Hospital,42,29,1176,984,838
BHSCT,2013-07-12,Musgrave Park Hospital,0,0,1643,1227,0
BHSCT,2013-07-12,Royal Belfast Hospital for Sick Children,56,50,567,386,583
BHSCT,2013-07-12,Royal Victoria Hospital,371,291,3879,3259,1528
BHSCT,2013-07-19,Belfast City Hospital,63,44,2897,1658,0
BHSCT,2013-07-19,Mater Infirmorum Hospital,42,24,1176,1062,853
BHSCT,2013-07-19,Musgrave Park Hospital,0,0,1694,1363,0
BHSCT,2013-07-19,Royal Belfast Hospital for Sick Children,56,43,567,396,559
BHSCT,2013-07-19,Royal Victoria Hospital,371,292,3879,3322,1525
BHSCT,2013-07-26,Belfast City Hospital,63,41,2896,1693,0
BHSCT,2013-07-26,Mater Infirmorum Hospital,42,19,1176,1078,859
BHSCT,2013-07-26,Musgrave Park Hospital,0,0,1641,1393,0
BHSCT,2013-07-26,Royal Belfast Hospital for Sick Children,56,31,567,424,563
BHSCT,2013-07-26,Royal Victoria Hospital,370,322,3880,3463,1603
BHSCT,2013-08-02,Belfast City Hospital,63,35,2890,1712,0
BHSCT,2013-08-02,Mater Infirmorum Hospital,42,33,1176,1079,888
BHSCT,2013-08-02,Musgrave Park Hospital,0,0,1643,1300,0
BHSCT,2013-08-02,Royal Belfast Hospital for Sick Children,56,39,567,419,564
BHSCT,2013-08-02,Royal Victoria Hospital,364,306,3886,3550,1507
BHSCT,2013-08-09,Belfast City Hospital,63,43,2890,1776,0
BHSCT,2013-08-09,Mater Infirmorum Hospital,42,36,1176,1074,844
BHSCT,2013-08-09,Musgrave Park Hospital,0,0,1643,1328,0
BHSCT,2013-08-09,Royal Belfast Hospital for Sick Children,56,40,567,433,512
BHSCT,2013-08-09,Royal Victoria Hospital,364,322,3886,3600,1535
BHSCT,2013-08-16,Belfast City Hospital,63,38,2890,1757,0
BHSCT,2013-08-16,Mater Infirmorum Hospital,42,37,1176,1077,862
BHSCT,2013-08-16,Musgrave Park Hospital,0,0,1643,1443,0
BHSCT,2013-08-16,Royal Belfast Hospital for Sick Children,56,45,567,386,530
BHSCT,2013-08-16,Royal Victoria Hospital,364,294,3886,3601,1597
BHSCT,2013-08-23,Belfast City Hospital,63,31,2890,1770,0
BHSCT,2013-08-23,Mater Infirmorum Hospital,42,28,1176,1046,937
BHSCT,2013-08-23,Musgrave Park Hospital,0,0,1643,1353,0
BHSCT,2013-08-23,Royal Belfast Hospital for Sick Children,56,45,567,434,576
BHSCT,2013-08-23,Royal Victoria Hospital,364,302,3886,3510,1599
BHSCT,2013-08-30,Belfast City Hospital,63,33,2890,1819,0
BHSCT,2013-08-30,Mater Infirmorum Hospital,42,19,1176,1070,885
BHSCT,2013-08-30,Musgrave Park Hospital,0,0,1643,1463,0
BHSCT,2013-08-30,Royal Belfast Hospital for Sick Children,56,38,567,470,559
BHSCT,2013-08-30,Royal Victoria Hospital,369,314,3881,3510,1587
BHSCT,2013-09-06,Belfast City Hospital,63,38,2890,1834,0
BHSCT,2013-09-06,Mater Infirmorum Hospital,42,36,1176,1103,820
BHSCT,2013-09-06,Musgrave Park Hospital,0,0,1642,1461,0
BHSCT,2013-09-06,Royal Belfast Hospital for Sick Children,56,55,567,385,598
BHSCT,2013-09-06,Royal Victoria Hospital,371,323,3879,3577,1508
BHSCT,2013-09-13,Belfast City Hospital,63,41,2890,1793,0
BHSCT,2013-09-13,Mater Infirmorum Hospital,42,32,1176,1068,837
BHSCT,2013-09-13,Musgrave Park Hospital,0,0,1642,1442,0
BHSCT,2013-09-13,Royal Belfast Hospital for Sick Children,56,61,567,429,610
BHSCT,2013-09-13,Royal Victoria Hospital,371,311,3879,3520,1497
BHSCT,2013-09-20,Belfast City Hospital,63,46,2890,1812,0
BHSCT,2013-09-20,Mater Infirmorum Hospital,42,28,1176,1094,856
BHSCT,2013-09-20,Musgrave Park Hospital,0,0,1642,1490,0
BHSCT,2013-09-20,Royal Belfast Hospital for Sick Children,56,54,567,425,623
BHSCT,2013-09-20,Royal Victoria Hospital,371,320,3879,3632,1606
BHSCT,2013-09-27,Belfast City Hospital,63,40,2891,1864,0
BHSCT,2013-09-27,Mater Infirmorum Hospital,42,28,1176,1104,881
BHSCT,2013-09-27,Musgrave Park Hospital,0,0,1643,1453,0
BHSCT,2013-09-27,Royal Belfast Hospital for Sick Children,56,49,567,438,596
BHSCT,2013-09-27,Royal Victoria Hospital,371,315,3879,3663,1564
BHSCT,2013-10-04,Belfast City Hospital,63,35,2890,1894,0
BHSCT,2013-10-04,Mater Infirmorum Hospital,42,34,1176,1157,905
BHSCT,2013-10-04,Musgrave Park Hospital,0,0,1643,1493,0
BHSCT,2013-10-04,Royal Belfast Hospital for Sick Children,56,50,567,426,627
BHSCT,2013-10-04,Royal Victoria Hospital,371,317,3879,3710,1601
BHSCT,2013-10-11,Belfast City Hospital,63,35,2890,1857,0
BHSCT,2013-10-11,Mater Infirmorum Hospital,42,23,1176,1152,868
BHSCT,2013-10-11,Musgrave Park Hospital,0,0,1643,1405,0
BHSCT,2013-10-11,Royal Belfast Hospital for Sick Children,56,46,567,399,630
BHSCT,2013-10-11,Royal Victoria Hospital,371,298,3879,3625,1532
BHSCT,2013-10-18,Belfast City Hospital,63,44,2890,1935,0
BHSCT,2013-10-18,Mater Infirmorum Hospital,42,32,1176,1144,872
BHSCT,2013-10-18,Musgrave Park Hospital,0,0,1652,1428,0
BHSCT,2013-10-18,Royal Belfast Hospital for Sick Children,56,48,567,401,619
BHSCT,2013-10-18,Royal Victoria Hospital,371,333,3879,3695,1645
BHSCT,2013-10-25,Belfast City Hospital,63,48,2890,1928,0
BHSCT,2013-10-25,Mater Infirmorum Hospital,42,32,1176,1092,831
BHSCT,2013-10-25,Musgrave Park Hospital,0,0,1694,1385,0
BHSCT,2013-10-25,Royal Belfast Hospital for Sick Children,56,65,567,417,601
BHSCT,2013-10-25,Royal Victoria Hospital,371,337,3879,3435,1526
BHSCT,2013-11-01,Belfast City Hospital,63,35,2890,1989,0
BHSCT,2013-11-01,Mater Infirmorum Hospital,42,28,1176,1032,892
BHSCT,2013-11-01,Musgrave Park Hospital,0,0,1643,1376,0
BHSCT,2013-11-01,Royal Belfast Hospital for Sick Children,56,65,567,467,575
BHSCT,2013-11-01,Royal Victoria Hospital,371,334,3879,3432,1586
BHSCT,2013-11-08,Belfast City Hospital,63,49,2890,1935,0
BHSCT,2013-11-08,Mater Infirmorum Hospital,42,39,1176,1040,830
BHSCT,2013-11-08,Musgrave Park Hospital,0,0,1843,1405,0
BHSCT,2013-11-08,Royal Belfast Hospital for Sick Children,56,58,567,486,616
BHSCT,2013-11-08,Royal Victoria Hospital,371,332,3879,3509,1529
BHSCT,2013-11-15,Belfast City Hospital,63,50,2890,1931,0
BHSCT,2013-11-15,Mater Infirmorum Hospital,42,29,1176,1027,809
BHSCT,2013-11-15,Musgrave Park Hospital,0,0,1993,1404,0
BHSCT,2013-11-15,Royal Belfast Hospital for Sick Children,56,44,567,462,645
BHSCT,2013-11-15,Royal Victoria Hospital,371,323,3879,3513,1509
BHSCT,2013-11-22,Belfast City Hospital,63,39,2890,1973,0
BHSCT,2013-11-22,Mater Infirmorum Hospital,42,35,1176,1066,790
BHSCT,2013-11-22,Musgrave Park Hospital,0,0,1993,1364,0
BHSCT,2013-11-22,Royal Belfast Hospital for Sick Children,56,46,567,481,676
BHSCT,2013-11-22,Royal Victoria Hospital,371,337,3879,3479,1439
BHSCT,2013-11-29,Belfast City Hospital,63,35,2872,2010,0
BHSCT,2013-11-29,Mater Infirmorum Hospital,42,34,1176,1066,857
BHSCT,2013-11-29,Musgrave Park Hospital,0,0,1993,1367,0
BHSCT,2013-11-29,Royal Belfast Hospital for Sick Children,56,58,567,456,667
BHSCT,2013-11-29,Royal Victoria Hospital,371,358,3851,3677,1497
BHSCT,2013-12-06,Belfast City Hospital,63,44,2848,2012,0
BHSCT,2013-12-06,Mater Infirmorum Hospital,42,22,1176,1079,825
BHSCT,2013-12-06,Musgrave Park Hospital,0,0,1993,1332,0
BHSCT,2013-12-06,Royal Belfast Hospital for Sick Children,56,40,567,455,759
BHSCT,2013-12-06,Royal Victoria Hospital,371,324,3830,3620,1506
BHSCT,2013-12-13,Belfast City Hospital,63,50,2848,2002,0
BHSCT,2013-12-13,Mater Infirmorum Hospital,42,27,1176,1084,785
BHSCT,2013-12-13,Musgrave Park Hospital,0,0,1993,1285,0
BHSCT,2013-12-13,Royal Belfast Hospital for Sick Children,56,48,567,475,696
BHSCT,2013-12-13,Royal Victoria Hospital,371,319,3830,3673,1446
BHSCT,2013-12-20,Belfast City Hospital,63,30,2848,1476,0
BHSCT,2013-12-20,Mater Infirmorum Hospital,42,25,1176,979,644
BHSCT,2013-12-20,Musgrave Park Hospital,0,0,1866,970,0
BHSCT,2013-12-20,Royal Belfast Hospital for Sick Children,56,30,567,381,607
BHSCT,2013-12-20,Royal Victoria Hospital,371,274,3830,2985,1225
BHSCT,2013-12-27,Belfast City Hospital,63,52,2842,1642,0
BHSCT,2013-12-27,Mater Infirmorum Hospital,42,29,1176,1061,883
BHSCT,2013-12-27,Musgrave Park Hospital,0,0,1852,1008,0
BHSCT,2013-12-27,Royal Belfast Hospital for Sick Children,56,41,567,388,604
BHSCT,2013-12-27,Royal Victoria Hospital,371,273,3830,3439,1568
BHSCT,2014-01-03,Belfast City Hospital,63,57,2827,1956,0
BHSCT,2014-01-03,Mater Infirmorum Hospital,42,39,1176,1116,860
BHSCT,2014-01-03,Musgrave Park Hospital,0,0,1972,1338,0
BHSCT,2014-01-03,Royal Belfast Hospital for Sick Children,56,65,567,425,561
BHSCT,2014-01-03,Royal Victoria Hospital,371,314,3830,3725,1561
BHSCT,2014-01-10,Belfast City Hospital,63,41,2827,2008,0
BHSCT,2014-01-10,Mater Infirmorum Hospital,42,38,1176,1081,786
BHSCT,2014-01-10,Musgrave Park Hospital,0,0,1993,1448,0
BHSCT,2014-01-10,Royal Belfast Hospital for Sick Children,56,58,567,477,588
BHSCT,2014-01-10,Royal Victoria Hospital,371,329,3830,3665,1424
BHSCT,2014-01-17,Belfast City Hospital,63,48,2827,2036,0
BHSCT,2014-01-17,Mater Infirmorum Hospital,42,39,1176,1106,860
BHSCT,2014-01-17,Musgrave Park Hospital,0,0,1915,1537,0
BHSCT,2014-01-17,Royal Belfast Hospital for Sick Children,56,67,567,475,582
BHSCT,2014-01-17,Royal Victoria Hospital,371,335,3830,3777,1456
BHSCT,2014-01-24,Belfast City Hospital,63,56,2827,1971,0
BHSCT,2014-01-24,Mater Infirmorum Hospital,42,38,1176,1107,845
BHSCT,2014-01-24,Musgrave Park Hospital,0,0,1811,1499,0
BHSCT,2014-01-24,Royal Belfast Hospital for Sick Children,56,64,567,439,660
BHSCT,2014-01-24,Royal Victoria Hospital,371,344,3830,3753,1546
BHSCT,2014-01-31,Belfast City Hospital,63,55,2828,1990,0
BHSCT,2014-01-31,Mater Infirmorum Hospital,42,41,1176,1124,893
BHSCT,2014-01-31,Musgrave Park Hospital,0,0,1811,1539,0
BHSCT,2014-01-31,Royal Belfast Hospital for Sick Children,56,62,567,475,622
BHSCT,2014-01-31,Royal Victoria Hospital,371,354,3830,3717,1585
BHSCT,2014-02-07,Belfast City Hospital,63,49,2827,2023,0
BHSCT,2014-02-07,Mater Infirmorum Hospital,42,23,1176,1105,841
BHSCT,2014-02-07,Musgrave Park Hospital,0,0,1811,1546,0
BHSCT,2014-02-07,Royal Belfast Hospital for Sick Children,56,63,567,494,642
BHSCT,2014-02-07,Royal Victoria Hospital,371,334,3830,3726,1518
BHSCT,2014-02-14,Belfast City Hospital,63,49,2827,1983,0
BHSCT,2014-02-14,Mater Infirmorum Hospital,42,29,1176,1111,844
BHSCT,2014-02-14,Musgrave Park Hospital,0,0,1811,1533,0
BHSCT,2014-02-14,Royal Belfast Hospital for Sick Children,56,68,567,531,619
BHSCT,2014-02-14,Royal Victoria Hospital,369,331,3832,3757,1496
BHSCT,2014-02-21,Belfast City Hospital,63,45,2781,2004,0
BHSCT,2014-02-21,Mater Infirmorum Hospital,42,31,1176,1107,838
BHSCT,2014-02-21,Musgrave Park Hospital,0,0,1811,1576,0
BHSCT,2014-02-21,Royal Belfast Hospital for Sick Children,56,56,567,543,651
BHSCT,2014-02-21,Royal Victoria Hospital,364,332,3837,3774,1573
BHSCT,2014-02-28,Belfast City Hospital,63,51,2735,1962,0
BHSCT,2014-02-28,Mater Infirmorum Hospital,42,38,1176,1060,854
BHSCT,2014-02-28,Musgrave Park Hospital,0,0,1811,1509,0
BHSCT,2014-02-28,Royal Belfast Hospital for Sick Children,56,41,567,531,698
BHSCT,2014-02-28,Royal Victoria Hospital,364,329,3837,3754,1602
BHSCT,2014-03-07,Belfast City Hospital,63,55,2735,1965,0
BHSCT,2014-03-07,Mater Infirmorum Hospital,42,36,1176,1090,873
BHSCT,2014-03-07,Musgrave Park Hospital,0,0,1811,1454,0
BHSCT,2014-03-07,Royal Belfast Hospital for Sick Children,56,57,567,489,738
BHSCT,2014-03-07,Royal Victoria Hospital,364,317,3837,3834,1564
BHSCT,2014-03-14,Belfast City Hospital,63,49,2735,1923,0
BHSCT,2014-03-14,Mater Infirmorum Hospital,42,37,1140,1084,956
BHSCT,2014-03-14,Musgrave Park Hospital,0,0,1811,1355,0
BHSCT,2014-03-14,Royal Belfast Hospital for Sick Children,56,67,567,520,746
BHSCT,2014-03-14,Royal Victoria Hospital,364,317,3837,3701,1624
BHSCT,2014-03-21,Belfast City Hospital,63,54,2735,2082,0
BHSCT,2014-03-21,Mater Infirmorum Hospital,42,35,1134,1046,857
BHSCT,2014-03-21,Musgrave Park Hospital,0,0,1862,1493,0
BHSCT,2014-03-21,Royal Belfast Hospital for Sick Children,56,73,567,496,706
BHSCT,2014-03-21,Royal Victoria Hospital,364,346,3837,3863,1552
BHSCT,2014-03-28,Belfast City Hospital,63,53,2743,2078,0
BHSCT,2014-03-28,Mater Infirmorum Hospital,42,39,1122,1086,828
BHSCT,2014-03-28,Musgrave Park Hospital,0,0,1771,1423,0
BHSCT,2014-03-28,Royal Belfast Hospital for Sick Children,72,50,567,494,680
BHSCT,2014-03-28,Royal Victoria Hospital,376,351,3858,3770,1545
BHSCT,2014-04-04,Belfast City Hospital,63,44,2752,2065,0
BHSCT,2014-04-04,Mater Infirmorum Hospital,42,39,1106,1050,854
BHSCT,2014-04-04,Musgrave Park Hospital,0,0,1740,1523,0
BHSCT,2014-04-04,Royal Belfast Hospital for Sick Children,84,58,567,468,760
BHSCT,2014-04-04,Royal Victoria Hospital,385,325,3881,3800,1648
BHSCT,2014-04-11,Belfast City Hospital,63,46,2752,1997,0
